init_country,init_prov,init_city,target_country_regions,target_country_exception,target_province,target_city,target_other,target_city_exceptions,event_description,type,target_who_what,travel_direction,travel_mechanism,date_announced,date_start,date_end,date_collected,date_published,link,title,author,Publication,date_published_2,link2,title2,author2,publication2
Myanmar,,,China,,Hubei Province,,,,"Myanmar nationals returning from those areas (Hubei Province in China or the Daegu and Gyeongbuk regions in South Korea) will be quarantined in a public hospital for 14 days, according to the country’s Ministry of Foreign Affairs.",Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,South Korea,,Daegu Province,,,,"Myanmar nationals returning from those areas (Hubei Province in China or the Daegu and Gyeongbuk regions in South Korea) will be quarantined in a public hospital for 14 days, according to the country’s Ministry of Foreign Affairs.",Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,South Korea,,Gyeongbuk Province,,,,"Myanmar nationals returning from those areas (Hubei Province in China or the Daegu and Gyeongbuk regions in South Korea) will be quarantined in a public hospital for 14 days, according to the country’s Ministry of Foreign Affairs.",Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,South Korea,,,,,Except Daegu and Gyeongbuk Provinces,"Travelers from elsewhere in South Korea need a medical certificate from Korean health officials showing no symptoms of acute respiratory illness to board a plane to Myanmar, where they will be quarantined at home for 14 days.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,South Korea,,,,,Except Daegu and Gyeongbuk Provinces,"Travelers from elsewhere in South Korea need a medical certificate from Korean health officials showing no symptoms of acute respiratory illness to board a plane to Myanmar, where they will be quarantined at home for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,Italy,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",External Border Restrictions,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,France,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",External Border Restrictions,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,Spain,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",External Border Restrictions,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Mynamar,,,Germany,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",External Border Restrictions,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,Italy,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",Quarantine,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,France,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",Quarantine,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Myanmar,,,Spain,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",Quarantine,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Mynamar,,,Germany,,,,,,"Anyone from Italy, Iran, France, Spain or Germany — or anyone who has visited those countries in the last 14 days — need a similar medical certificate to fly and will be quarantined in a Myanmar public hospital for 14 days after arriving.",Quarantine,Foreign Traveler,Inbound,Flights,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Nepal,,,All Countries,,,,,,"As of March 14, all foreign nationals who enter Nepal must remain in self-quarantine for 14 days from their arrival date, according to the country’s Department of Immigration. Nepali nationals, including non-Nepali residents, must stay in home quarantine for 14 days from their arrival date. All these measures are in place until April 30.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Nepal,,,All Countries,,,,,,"As of March 14, all of the country’s land ports will remain closed to “foreigners from third countries” through April 30. Only Tribhuvan International Airport can be used as a port of entry.",External Border Restrictions,Foreign Traveler,Inbound,Land Border,,03/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Nepal,,,China,,,,,,"Flights from the People’s Republic of China to Nepal have been restricted, according to the U.S. Embassy in Nepal.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Philippines,,Manila,All Countries,,,,,,"The Philippines has shut down all travel into and out of the capital of Manila until April 14, according to the U.S. Embassy there. ",External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,All Travel Mechanisms,,,04/14/20,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Philippines,, ,Philippines,,,Manila,,,"On March 14, the government said it had “implemented enhanced screening and quarantine measures"" and that some areas in Manila were under a curfew from 8 p.m. to 5 a.m.",Health Testing,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Philippines,, ,Philippines,,,Manila,,,"On March 14, the government said it had “implemented enhanced screening and quarantine measures"" and that some areas in Manila were under a curfew from 8 p.m. to 5 a.m.",Curfew,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Singapore,,,France,,,,,,"As of March 15, “all new visitors with recent travel history to France, Germany, Italy and Spain within the last 14 days will not be allowed entry into or transit through Singapore,” according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Singapore,,,Germany,,,,,,"As of March 15, “all new visitors with recent travel history to France, Germany, Italy and Spain within the last 14 days will not be allowed entry into or transit through Singapore,” according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Singapore,,,Italy,,,,,,"As of March 15, “all new visitors with recent travel history to France, Germany, Italy and Spain within the last 14 days will not be allowed entry into or transit through Singapore,” according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Singapore,,,Spain,,,,,,"As of March 15, “all new visitors with recent travel history to France, Germany, Italy and Spain within the last 14 days will not be allowed entry into or transit through Singapore,” according to officials.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Singapore,,,Singapore,,,,,,"Singapore residents and pass-holders who have been to those countries [France, Germany, Italy Spain] in the past 14 days will be issued a “Stay-Home Notice,” which will require them to quarantine for two weeks.",Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Singapore,,,ASEAN,,,,,,All short-term visitors who are nationals of any ASEAN country must submit health information for clearance by Singapore’s Ministry of Health (MOH) before their intended date of travel here.,External Border Restrictions,Foreign Traveler,Outband,All Travel Mechanisms,,03/18/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
South Korea,,,China,,Hubei Province,,,,"South Korea has restricted the entry of travelers with passports from China’s Hubei Province as well as anyone who has visited that region in the past 14 days. Additionally, Korean visas that were issued to travelers in Hubei are canceled.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
