init_country,init_prov,init_city,target_country_regions,target_country_exception,target_province,target_city,target_other,target_city_exceptions,event_description,type,target_who_what,travel_direction,travel_mechanism,date_announced,date_start,date_end,date_collected,date_published,link,title,author,Publication,date_published_2,link2,title2,author2,publication2
Greece,,,Italy,,,,,,Flights from Italy and Spain are suspended; ferry service from Italy to Greece is also suspended.,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Ferries,,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Greece,,,Spain,,,,,,Flights from Italy and Spain are suspended;,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Greece,,,Cruiise ships,,,,,,Cruise ships and tourism boats cannot dock in Greece as of March 15.,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Cruise ships,,03/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Hungary,,,Affected Areas',,,,,,"The Hungarian government has asked its citizens to avoid any travel to infected areas, according to the U.S. Embassy in Hungary.",External Border Restrictions,Citizen Residents,Outbound,All Travel Mechanisms,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Hungary,,,All Countries,,,,,,"Arriving passengers of Iranian citizenship, as well as passengers landing from Seoul, Italy, Israel and China are getting their temperature taken by staff at Budapest Ferenc Liszt International Airport.",Health Monitoring,Foreign Traveler,Inbound,Flights,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Hungary,,,South Korea,,Seoul,,,,"Arriving passengers of Iranian citizenship, as well as passengers landing from Seoul, Italy, Israel and China are getting their temperature taken by staff at Budapest Ferenc Liszt International Airport.",Health Monitoring,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Hungary,,,Italy,,,,,,"Arriving passengers of Iranian citizenship, as well as passengers landing from Seoul, Italy, Israel and China are getting their temperature taken by staff at Budapest Ferenc Liszt International Airport.",Health Monitoring,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Hungary,,,Israel,,,,,,"Arriving passengers of Iranian citizenship, as well as passengers landing from Seoul, Italy, Israel and China are getting their temperature taken by staff at Budapest Ferenc Liszt International Airport.",Health Monitoring,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Hungary,,,China,,,,,,"Arriving passengers of Iranian citizenship, as well as passengers landing from Seoul, Italy, Israel and China are getting their temperature taken by staff at Budapest Ferenc Liszt International Airport.",Health Monitoring,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Ireland,,,Ireland,,,,,,"The country has closed schools, museums, galleries and tourist sites,",Closure of schools,Residents ,NA,NA,,03/12/20,03/29/20,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Ireland,,,Ireland,,,,,,"The country has closed schools, museums, galleries and tourist sites,",Restriction of Non-Essential Businessess,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/12/20,03/29/20,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Ireland,,,Ireland,,,,,,individuals who have symptoms should self-isolate for a period of 14 days,Quarantine,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/12/20,03/29/20,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Italy,,,All Countries,,,,,,"All travelers flying into Italy are subject to temperature screening in Italy’s major airports,",Health Testing,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Italy,,,China,,,,,,The country has suspended flights from China and Taiwan.,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Italy,,,Taiwan,,,,,,The country has suspended flights from China and Taiwan.,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Latvia,,,All Countries,,,,,,"At midnight on March 17 (6 p.m. Eastern time), Latvia will close its borders to anyone who is not a citizen or legal resident, according to the U.S. Embassy in Latvia. There are no restrictions on leaving the country.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/17/20,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Lithuania,,,All Countries,,,,,," closing the country’s borders to all foreign nationals,",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/14/20,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Lithuania,,,Lithuania,,,,,,"Lithuania declared a two-week nationwide quarantine on March 14, ",Quarantine,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/14/20,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Lithuania,,,All Countries,,,,,,Anyone returning from abroad will be required to self-isolate for 14 days,Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/14/20,,03/21/20,3/12/20,https://www.gov.ie/en/press-release/96eb4c-statement-from-the-national-public-health-emergency-team/,Statement from the National Public Health Emergency Team - Thursday 12 March,"Department of Health, Ireland","Department of Health, Ireland",,,,,
Netherlands,,,China,,,,,,"The government decided today that passengers flights from risk countries will be suspended. These countries are mainland China, Hong Kong, Iran, Italy and South Korea. Schiphol carries out almost 700 flights to these countries every week. These measures will come into effect from 18:00 tonight until at least Friday 27 March. We advise all travelers who had planned to fly to any of these destinations to contact their airlines.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/13/20,03/27/20,03/22/20,3/18/20,https://news.schiphol.com/statement-schiphol-regarding-measurements-coronavirus/?,Update 18th March: Statement Schiphol regarding coronavirus developments,NA,,,,,,
Netherlands,,,Hong Kong,,,,,,"The government decided today that passengers flights from risk countries will be suspended. These countries are mainland China, Hong Kong, Iran, Italy and South Korea. Schiphol carries out almost 700 flights to these countries every week. These measures will come into effect from 18:00 tonight until at least Friday 27 March. We advise all travelers who had planned to fly to any of these destinations to contact their airlines.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/13/20,03/27/20,03/22/20,3/18/20,https://news.schiphol.com/statement-schiphol-regarding-measurements-coronavirus/?,Update 18th March: Statement Schiphol regarding coronavirus developments,NA,,,,,,
Netherlands,,,Iran,,,,,,"The government decided today that passengers flights from risk countries will be suspended. These countries are mainland China, Hong Kong, Iran, Italy and South Korea. Schiphol carries out almost 700 flights to these countries every week. These measures will come into effect from 18:00 tonight until at least Friday 27 March. We advise all travelers who had planned to fly to any of these destinations to contact their airlines.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/13/20,03/27/20,03/22/20,3/18/20,https://news.schiphol.com/statement-schiphol-regarding-measurements-coronavirus/?,Update 18th March: Statement Schiphol regarding coronavirus developments,NA,,,,,,
Netherlands,,,Italy,,,,,,"The government decided today that passengers flights from risk countries will be suspended. These countries are mainland China, Hong Kong, Iran, Italy and South Korea. Schiphol carries out almost 700 flights to these countries every week. These measures will come into effect from 18:00 tonight until at least Friday 27 March. We advise all travelers who had planned to fly to any of these destinations to contact their airlines.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/13/20,03/27/20,03/22/20,3/18/20,https://news.schiphol.com/statement-schiphol-regarding-measurements-coronavirus/?,Update 18th March: Statement Schiphol regarding coronavirus developments,NA,,,,,,
Netherlands,,,South Korea,,,,,,"The government decided today that passengers flights from risk countries will be suspended. These countries are mainland China, Hong Kong, Iran, Italy and South Korea. Schiphol carries out almost 700 flights to these countries every week. These measures will come into effect from 18:00 tonight until at least Friday 27 March. We advise all travelers who had planned to fly to any of these destinations to contact their airlines.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/13/20,03/27/20,03/22/20,3/18/20,https://news.schiphol.com/statement-schiphol-regarding-measurements-coronavirus/?,Update 18th March: Statement Schiphol regarding coronavirus developments,NA,,,,,,
Netherlands,,,All Countries,EXCEPT: European Union and United Kingdom,,,,,"The Dutch government has announced that entry restrictions will be tightened for non-EU citizens who wish to travel to the Netherlands as of 18:00 on Thursday 19 March, 2020.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/18/20,03/19/20, ,03/22/20,3/18/20,https://news.schiphol.com/statement-schiphol-regarding-measurements-coronavirus/?,Update 18th March: Statement Schiphol regarding coronavirus developments,NA,,,,,,
North Macedonia,,,All Countries,,,,,,"The government of North Macedonia announced that it will close Skopje International Airport effective 00:00 a.m. on Thursday March 19, 2020 due to the global spread of COVID-19. Flight options are expected to be significantly limited prior to the official closure of the airport. Only citizens and legal residents of North Macedonia are allowed entry into North Macedonia.
",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,03/19/20,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,U.S. Embassy in North Macedonia,NA,,,,,,
North Macedonia,,,All Countries,,,,,,The government of North Macedonia has advised its citizens to avoid traveling.,External Border Restrictions,Citizen Travelers,Outbound,Flights,,03/19/20,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,U.S. Embassy in North Macedonia,NA,,,,,,
North Macedonia,,,North Macedonia,,,Debar,,,The government of North Macedonia has implemented mandatory quarantine for Debar and Centar Zhupa Municipalities in western North Macedonia. Additional quarantines or travel restrictions on other regions and municipalities may be implemented with no or very little notice.,Quarantine,All Residents (Citizen Residents + Foreign Residents),NA,NA,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,North Macedonia,,,Centar Zhupa,,,The government of North Macedonia has implemented mandatory quarantine for Debar and Centar Zhupa Municipalities in western North Macedonia. Additional quarantines or travel restrictions on other regions and municipalities may be implemented with no or very little notice.,Quarantine,All Residents (Citizen Residents + Foreign Residents),NA,NA,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,All Countries,,,,,,"The Ministry of Health has developed procedures to evaluate any travelers who exhibit symptoms. Any travelers who test positive for coronavirus will be quarantined. Travelers who have been in contact with a person who tested positive, but do not personally show symptoms of coronavirus, are required to self-quarantine at home.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,All Countries,,,,,,"The Ministry of Health has developed procedures to evaluate any travelers who exhibit symptoms. Any travelers who test positive for coronavirus will be quarantined. Travelers who have been in contact with a person who tested positive, but do not personally show symptoms of coronavirus, are required to self-quarantine at home.",Health Monitoring,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,Albania,,,,,,"Land borders with all neighboring countries, including Albania, Bulgaria, Greece, Kosovo, and Serbia, are currently closed.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Land Border,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,Bulgaria,,,,,,"Land borders with all neighboring countries, including Albania, Bulgaria, Greece, Kosovo, and Serbia, are currently closed.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Land Border,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,Greece,,,,,,"Land borders with all neighboring countries, including Albania, Bulgaria, Greece, Kosovo, and Serbia, are currently closed.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Land Border,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,Kosovo,,,,,,"Land borders with all neighboring countries, including Albania, Bulgaria, Greece, Kosovo, and Serbia, are currently closed.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Land Border,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
North Macedonia,,,Serbia,,,,,,"Land borders with all neighboring countries, including Albania, Bulgaria, Greece, Kosovo, and Serbia, are currently closed.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Land Border,,,,03/22/20,3/17/20,https://mk.usembassy.gov/covid-19-information/,,,,,,,,
Norway,,,All Countries,,,,,,"On March 15, the Norwegian government closed the border to foreign nationals who did not have a residence permit in Norway, according to the U.S. Embassy in Norway.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/15/20,03/26/20,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Norway,,,All Countries,,,,,,"On March 12, the Norwegian Directorate of Health said that regardless of whether they have symptoms or not, anyone coming into Norway from outside Nordic countries should be quarantined at home for two weeks from their arrival. The measure is set to last through March 26.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/12/20,03/26/20,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Norway,,Oslo,All Countries,EXCEPT Nordic countries,,,,,"On March 13, the municipality for Oslo, the nation’s capital, said on its website that “foreign travelers from countries outside the Nordics arriving at Oslo airport will have to return home,” Reuters reported.",External Border Restrictions,Foreign Traveler,Inbound,Flights,,03/13/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",,,,,,
Poland,,,Poland,,,,,,Suspending international air and rail services for citizens,External Border Restrictions,Citizen Travelers,Outbound,Flights,3/13/20,03/15/20,,03/22/20,3/13/20,https://twitter.com/PremierRP_en/status/1238545675194961920,,,,,,,,
Poland,,,Poland,,,,,,Suspending international air and rail services for citizens,External Border Restrictions,Citizen Travelers,Outbound,Trains,3/13/20,03/15/20,,03/22/20,3/13/20,https://twitter.com/PremierRP_en/status/1238545675194961920,,,,,,,,
Poland,,,Poland,,,,,,All citizens returning from abroad must go under a two week civil voluntary quarantine,Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,3/13/20,03/15/20,,03/22/20,3/13/20,https://twitter.com/PremierRP_en/status/1238545675194961920,,,,,,,,
Poland,,,All Countries,,,,,,Ban on entry to Poland for foreigners,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/13/20,03/15/20,,03/22/20,3/13/20,https://twitter.com/PremierRP_en/status/1238545675194961920,,,,,,,,
Poland,,,All Countries,,,,,,Border controls temporarily restored,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,All Travel Mechanisms,3/13/20,03/15/20,,03/22/20,3/13/20,https://twitter.com/PremierRP_en/status/1238545675194961920,,,,,,,,
Russia,,,China,,,,,,"Effective February 20, the Government of the Russian Federation banned entry of Chinese nationals into Russia, except for transit purposes.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,02/20/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Iran,,,,,,"Effective February 28, the Government of the Russian Federation restricted some flight routes between Iran and Russia.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,02/28/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Iran,,,,,,"Effective February 28, the Government of the Russian Federation banned all entry of Iranian citizens into Russia.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,02/28/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,, ,South Korea,,,,,,"Effective March 1, the Government of the Russian Federation restricted flight routes between Vladivostok and South Korea.",External Border Restrictions,Citizen Travelers,Inbound,Flights,,03/01/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,South Korea,,,,,,"Effective March 1,South Korean citizens may only be transported out of Vladivostok to South Korea",External Border Restrictions,Foreign Traveler,Outbound,Flights,,03/01/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,South Korea,,,,,,Effective March 1 only Russian citizens and citizens of the Eurasian Economic Union member states can be transported from South Korea into Vladivostok.,External Border Restrictions,Citizen Travelers,Inbound,Flights,,03/01/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,South Korea,,,,,,"Effective March 1, the Government of the Russian Federation restricted entry of South Koreans into Russia. South Koreans may only enter the Russian Federation via Sheremetyevo International Airport in Moscow.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/01/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Italy,,,,,,"Effective March 13, the Government of the Russian Federation restricted flight routes between Russia and Italy, France, Germany, and Spain.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/13/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,France,,,,,,"Effective March 13, the Government of the Russian Federation restricted flight routes between Russia and Italy, France, Germany, and Spain.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/13/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Germany,,,,,,"Effective March 13, the Government of the Russian Federation restricted flight routes between Russia and Italy, France, Germany, and Spain.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/13/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Spain,,,,,,"Effective March 13, the Government of the Russian Federation restricted flight routes between Russia and Italy, France, Germany, and Spain.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/13/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Italy,,,,,,"Effective March 13, the Government of the Russian Federation banned entry of Italian citizens into Russia.",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/13/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,NA,,,,,,
Russia,,,All Countries,,,,,,"On March 18, the Russian government banned the entry of all foreign citizens until May 1, according to the U.S. Embassy in Russia. “The ban does not apply to diplomats, airplane crew members, permanent residents of the Russian Federation or transit passengers.”",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,,03/18/20,05/01/20,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,NA,,,,,,
Russia,,,All Countries,,,,,,"Effective March 20, Sheremetyevo International Airport in Moscow announced that its international terminals E and C will be closed for arrivals and departures from March 20 to April 30.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/20/20,04/30/20,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,United States,,,,,New York,"Effective March 20, the Government of the Russian Federation will limit commercial flights to the United States, the United Kingdom and the United Arab Emirates. Regular flights between Moscow – New York, Moscow – London, and Moscow – Abu Dhabi will continue, operated via Sheremetyevo International Airport.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/20/20,04/30/20,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,United Kingdom,,,,,London,"Effective March 20, the Government of the Russian Federation will limit commercial flights to the United States, the United Kingdom and the United Arab Emirates. Regular flights between Moscow – New York, Moscow – London, and Moscow – Abu Dhabi will continue, operated via Sheremetyevo International Airport.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/20/20,04/30/20,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,United Arab Emirates,,,,,Abhu Dabi,"Effective March 20, the Government of the Russian Federation will limit commercial flights to the United States, the United Kingdom and the United Arab Emirates. Regular flights between Moscow – New York, Moscow – London, and Moscow – Abu Dhabi will continue, operated via Sheremetyevo International Airport.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/20/20,04/30/20,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,European Union,,,,,Capital cities,"Effective March 16, air travel between Russia and countries of the European Union, Norway, and Switzerland will be limited to flights between Moscow and capital cities.",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,United States,,,,,,"Effective March 16, travelers from the United States to Moscow are subject to a fourteen-day self-quarantine. Visit the website of the City of Moscow government for additional information on these new measures.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,China,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,Iran,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,South Korea,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,Italy,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,France,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,Germany,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,Spain,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
