"entry_type","entry_type_2_TEXT","entry_type_3_TEXT","notes_correction","notes_update","event_description","type","type_15_TEXT","type_quarantine","type_quarantine_4_TEXT","type_quarantine_5_TEXT","type_num_quarantine_days","type_ext_restrict","type_num_mass_gathering","type_schools","type_business","type_business_6_TEXT","type_health_resource","type_num_masks","type_num_ventilators","type_num_ppe","type_num_hand_sanit","type_num_test_kits","type_other_health_materials","type_num_hospitals","type_num_quaranCen","type_num_medCen","type_num_pubTest","type_num_research","type_other_health_infra","type_num_doctors","type_num_nurses","type_num_volunt","type_other_health_staff","type_other","init_country","init_country_level","index_prov","init_city","init_other_level","init_other","target_geog_level","target_country_region","target_country_197_TEXT","target_region_14_TEXT","target_geog_sublevel","target_province","target_city","target_other","target_who_what","target_who_what_10_TEXT","target_direction","travel_mechanism","travel_mechanism_9_TEXT","compliance","compliance_3_TEXT","enforcer","enforcer_7_TEXT","date_announced","date_start","date_end","sources_matrix_1_1","sources_matrix_1_2","sources_matrix_1_3","sources_matrix_1_4","sources_matrix_2_1","sources_matrix_2_2","sources_matrix_2_3","sources_matrix_2_4","sources_matrix_3_1","sources_matrix_3_2","sources_matrix_3_3","sources_matrix_3_4","sources_matrix_4_1","sources_matrix_4_2","sources_matrix_4_3","sources_matrix_4_4","sources_matrix_5_1","sources_matrix_5_2","sources_matrix_5_3","sources_matrix_5_4","sources_matrix_6_1","sources_matrix_6_2","sources_matrix_6_3","sources_matrix_6_4","sources_matrix_7_1","sources_matrix_7_2","sources_matrix_7_3","sources_matrix_7_4","source_file_Id","source_file_Name","source_file_Size","source_file_Type","notes","record_id","ra_check","check","validation","correct_record_match","policy_id"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Jamaica","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Japan","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Jordan","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Kazakhstan","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Kenya","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Kuwait","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Kyrgyzstan","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Laos","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Latvia","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Lebanon","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Liberia","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Libya","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Liechtenstein","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Lithuania","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Luxembourg","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Madagascar","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Malaysia","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Maldives","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
